place,Top5,무료,혜택,친환경,추천,식재료,제주산,에너지,환경,비건
스테이반하나 애견동반펜션,"['조식', '맛집', '강아지', '겨울', '여행']",0,0,0,0,0,0,0,0,0
소못소랑,"['최고', '사장', '센스', '인근', '편의점']",0,0,0,0,0,0,0,0,0
에퀴녹스 협재,"['추억', '친절', '커플', '여행', '준비']",0,0,0,0,0,0,0,0,0
비엔토펜션,"['가격', '위치', '고양이', '침대', '곰팡이']",0,0,0,0,0,0,0,0,0
제주올레프로방스,"['부부', '친절', '만족', '친환경', '목재']",1,0,1,1,0,0,0,0,0
쌩텀펜션,"['사장', '숙소', '시설', '정원', '그림']",0,0,0,0,0,0,0,0,0
섬타임즈제주펜션,"['숙소', '냄새', '바퀴벌레', '머리', '주인']",0,0,0,0,0,0,0,0,0
제주에서돌고래를만난다면펜션,"['사장', '친절', '테라스', '추천', '개별']",1,0,0,2,0,0,0,0,0
제주 그린팜파스펜션,"['꽃밭', '산책', '침구', '환경', '제주']",0,0,0,1,0,0,0,1,0
아리아펜션,"['숙소', '사장', '친절', '청결', '제주']",1,0,0,0,0,0,0,0,0
부띠끄풀빌라 나미브,"['직원', '전기', '숙소', '비행기', '차단']",0,0,0,0,0,0,0,0,0
모이라펜션,"['친절', '성비', '대박', '제주도', '주민']",0,0,0,0,0,0,0,0,0
해비치하우스,"['고양이', '새끼', '제주도', '일주', '기억']",0,0,0,0,0,0,0,0,0
스테이달꿈 오션뷰펜션,"['가족', '번창', '사장', '친절', '추천']",0,0,0,1,0,0,0,0,0
월정리 사남매하우스,"['사장', '친절', '정리', '버스', '만족']",2,0,0,1,0,0,0,0,0
다래산장펜션,"['친절', '부부', '운영', '가격', '대비']",0,0,0,0,0,0,0,0,0
야자수풀빌라펜션,"['여름', '세월', '흔적', '전반', '느낌']",0,0,0,0,0,0,0,0,0
더빌라스오션,"['숙소', '사장', '소리', '친절', '바다']",0,0,0,0,0,0,0,0,0
바당정원,"['친절', '가족', '여행', '사장', '편안']",0,0,0,0,0,0,0,0,0
투데이제주펜션,"['사장', '친절', '비수', '기라', '그런지']",0,0,0,0,0,0,0,0,0
아라파니펜션,"['곰팡이', '청소기', '숙소', '그런지', '상대']",0,0,0,0,0,0,0,0,0
보메와산독채펜션,"['체험', '친절', '곳도', '여름휴가', '개월']",0,0,0,0,0,0,0,0,0
윈드밀108,"['풍차', '전복', '친절', '빌라도', '최고']",0,0,0,0,0,0,0,0,0
로뎀제주,"['친절', '이불', '아이들', '제주', '자연']",0,0,0,0,0,0,0,0,0
바다드림펜션,"['예약', '사장', '렌트카', '회사', '가성']",0,0,0,0,0,0,0,0,0
성산일출봉펜션,"['에어컨', '숙소', '상태', '문의', '단열']",0,0,0,0,0,0,0,0,0
뜨레시옷,[''],0,0,0,0,0,0,0,0,0
피노&키오,"['예약', '스타', '에어비앤비', '숙소', '초록']",0,0,0,0,0,0,0,0,0
단겸펜션,"['정리', '가족', '버스', '정류장', '여성']",0,0,0,0,0,0,0,0,0
썸스테이,"['수영장', '예약', '비행기', '사장', '고민']",0,0,0,1,0,0,0,0,0
오션스카이펜션,"['가족', '여행', '방도', '친절', '제주도']",0,0,0,0,0,0,0,0,0
제주카사블랑카,"['사장', '아기', '제주도', '감성', '숙소']",0,0,0,0,0,0,0,0,0
올리브낭,"['친절', '방문', '숙소', '조식', '기억']",0,0,0,0,0,0,0,0,0
로비나발리168,"['여행', '제주도', '제주', '바다', '숙소']",0,0,0,2,0,0,0,0,0
옛마을펜션,"['주인장', '관리', '호텔', '아침', '토스트']",0,0,0,0,0,0,0,0,0
이야기별방펜션,"['사장', '아침', '친절', '안내', '숙소']",0,0,0,0,0,0,0,0,0
꿈꾸는노마드,"['시내', '관리', '구비', '화장실', '바닷가']",0,0,0,0,0,0,0,0,0
스토리하우스,"['만족', '숙박업소', '베스트', '친절', '바가지']",0,0,0,0,0,0,0,0,0
중문에코펜션,"['실내', '네이버', '별점', '걱정', '방문']",0,0,0,1,0,0,0,0,0
라뷰테제주,"['숙소', '사장', '친절', '바다', '돌고래']",0,0,0,0,0,0,0,0,0
고흐와 바흐,"['친구', '사장', '추천', '사진', '실물']",0,0,0,2,0,0,0,0,0
빌라노이제주,"['조식', '시설', '친절', '숙소', '만족']",0,0,0,0,0,0,0,0,0
제주 스테이협재10길펜션,"['주방', '곳곳', '아기', '여행자', '최고']",0,0,0,0,0,0,0,0,0
감수굴펜션,"['강아지', '친절', '신축', '내부', '냉장고']",0,0,0,0,0,0,0,0,0
트레비앙제주,['성비'],0,0,0,0,0,0,0,0,0
모이모이펜션,"['사장', '친절', '편안', '숙소', '조식']",0,0,0,0,0,0,0,0,0
이호MH호텔,"['바다', '경치']",0,0,0,0,0,0,0,0,0
바다위올레,"['친절', '감사', '어르신', '부부', '매너']",0,0,0,0,0,0,0,0,0
디어노이,"['숙소', '수영장', '사장', '객실', '친절']",0,0,0,0,0,0,0,0,0
바산올레펜션,"['사장', '친절', '건물', '제주도', '바다']",0,0,0,0,0,0,0,0,0
잇츠힐펜션,"['여행', '제주도', '가족', '강아지', '애월']",0,0,0,0,0,0,0,0,0
포트에비뉴,"['호텔', '제주도', '주인', '여행', '사장']",0,0,0,0,0,0,0,0,0
드렌도트,"['예약', '주인', '눈치', '스타', '날짜']",0,0,0,0,0,0,0,0,0
서호달빛,"['화장실', '가족', '최고', '사람', '만족']",0,0,0,0,0,0,0,0,0
씨더비양펜션,"['강아지', '사장', '친절', '힐링', '키우시']",0,0,0,1,0,0,0,0,0
화랑펜션,[''],0,0,0,0,0,0,0,0,0
용두암캐빈,"['내부', '원목', '느낌', '공항', '용두암']",0,0,0,0,0,0,0,0,0
펜션정원,"['가격', '제가', '카페', '화장실', '지옥']",0,0,0,0,0,0,0,0,0
가까이에파도소리펜션,"['베개', '이불', '여행', '사장', '친절']",0,0,0,0,0,0,0,0,0
쿠지홀리데이펜션,"['추천', '여행', '화장실', '제주', '친절']",0,0,0,3,0,0,0,0,0
멍멍플레이스,"['강아지', '커피', '공간', '안고', '제가']",0,0,0,0,0,0,0,0,0
제주이로펜션,"['친절', '바다', '편안', '바닷가', '인접']",0,0,0,0,0,0,0,0,0
펀빌펜션,"['여행', '사장', '친절', '이글', '숙박']",0,0,0,0,0,0,0,1,0
JB풀빌라 사계점,"['신축', '물품', '방도', '화장실', '풀장']",0,0,0,0,0,0,0,0,0
채움키즈풀빌라,"['식기', '가위', '손잡이', '에어컨', '침구']",0,0,0,0,0,0,0,0,0
해안성,"['사장', '친절', '텃밭', '장도', '방도']",0,0,0,0,0,0,0,0,0
제주하늬바람펜션,"['사장', '친절', '애기', '황토', '힐링']",0,0,0,0,0,0,0,0,0
그리니제주,"['안락', '구석구석', '신경']",0,0,0,0,0,0,0,0,0
엔젤하우스,"['사장', '반려', '강아지', '절하', '동반']",0,0,0,1,0,0,0,0,0
아이올레키즈풀빌라펜션,"['아이들', '가족', '가성', '비도', '실내']",0,0,0,0,0,0,0,0,0
파크빌리지,"['잔디밭', '관리', '사장', '잔디', '관리도']",0,0,0,0,0,0,0,0,0
산들애풀하우스,"['숙소', '여행', '도착', '렌트', '가격']",0,0,0,0,0,0,0,0,0
썬레이크빌 제주,"['숙소', '친절', '조식', '용해', '사장']",0,0,0,0,0,0,0,0,0
JB풀빌라 남원점,"['친절', '오픈', '한지', '저번', '사계']",0,0,0,0,0,0,0,0,0
더파란,"['어른', '만족', '키즈', '적극', '추천']",0,0,0,1,0,0,0,0,0
곱드락펜션,"['냄새', '사장', '분이', '절하', '숙박']",0,0,0,0,0,0,0,0,0
제주달리펜션,"['환불', '친절', '사장', '코로나', '프로']",0,0,0,1,0,0,0,0,0
제주그래펜션,"['사장', '친절', '방도']",0,0,0,0,0,0,0,0,0
독채펜션산들숲,[''],0,0,0,0,0,0,0,0,0
우도바람이야기펜션,"['사장', '친절', '픽업', '해주시', '여행자']",1,0,0,0,0,0,0,0,0
엘쯔타운펜션,[''],0,0,0,0,0,0,0,0,0
반디앤로제이,"['사장', '부부', '친절', '숙소', '상태도']",0,0,0,0,0,0,0,0,0
성산포사랑펜션,"['위치', '시설', '친절', '객실', '상태']",0,0,0,0,0,0,0,0,0
퀸스베이펜션,"['바다', '성비', '여행', '호텔', '최고']",0,0,0,0,0,0,0,0,0
꿈꾸는제주펜션,['보일러'],0,0,0,0,0,0,0,0,0
비긴어게인펜션,"['가격', '제가', '신식', '경관', '친절']",0,0,0,0,0,0,0,0,0
제주풀스테이 소랑제,"['수영장', '빌라', '아이들', '가족', '숙소']",1,0,0,6,0,0,0,0,0
제주하늘키즈펜션,"['사장', '친절', '장난감', '소독', '목욕']",0,0,0,0,0,0,0,0,0
비양펜션,"['느낌', '사진', '바닷가', '냄새', '수건']",0,0,0,0,0,0,0,0,0
제주다시,"['숙소', '취사', '인테리어', '가성', '오픈']",0,0,0,0,0,0,0,0,0
느링느링스테이,"['시설', '주변', '환경', '신경']",0,0,0,0,0,0,0,1,0
채송화펜션,"['사장', '친절', '전통', '가옥', '천장']",0,0,0,0,0,0,0,0,0
성산스타펜션,"['사장', '온돌방', '예약', '아드님', '해안']",1,0,0,0,0,0,0,0,0
이디오라게펜션,"['통유리', '숙소', '나방파리', '후기', '실망']",0,0,0,0,0,0,0,0,0
채우리네펜션,"['친절', '예약', '사장', '강아지', '리뷰']",0,0,0,2,0,0,0,0,0
제주키즈풀빌라 나무와아이,"['만족', '아이들', '준비', '수영장', '걱정']",0,0,0,1,0,0,0,0,0
글라글라펜션,"['중문', '샤워', '마라도', '가파도', '송악산']",0,0,0,0,0,0,0,0,0
버닝레스트,"['사장', '친절', '숙소', '커플', '칼국수']",0,0,0,0,0,0,0,0,0
달1037,"['숙소', '조식', '친절', '최고', '사장']",1,0,0,1,0,0,0,0,0
제주통나무휴양펜션,"['나무', '냄새', '친절', '사장', '덕분']",0,0,0,0,0,0,0,0,0
제주도유,"['버스', '정류장', '이불', '아침', '공항']",0,0,0,1,0,0,0,0,0
라메종베니인제주펜션,"['친절', '제주', '오래', '사장', '숙소']",0,0,0,0,0,0,0,0,0
안녕바다야,"['숙소', '네이버', '위치']",0,0,0,0,0,0,0,0,0
푸른제주,"['친절', '사장', '곳도', '추천', '시설']",0,0,0,3,0,0,0,0,0
물고기펜션,"['사장', '친절', '느낌', '숙소', '가구']",0,0,0,0,0,0,0,0,0
노을이야기,"['전망', '위치', '최고', '힐링', '주인']",0,0,0,0,0,0,0,0,0
제주터닝포인트펜션,"['바다', '친절', '사장', '방문', '숙소']",0,0,0,1,0,0,0,0,0
뉴그린펜션&모텔,"['주인', '해변', '여행', '청결', '수압']",0,0,0,0,0,0,0,0,0
네모펜션,"['아침', '햇살', '테라스', '한라산', '정산']",0,0,0,1,0,0,0,0,0
라벤더스호텔앤리조트,"['관리', '감동', '제주', '선물', '느낌']",0,0,0,0,0,0,0,1,0
마루호텔앤카페,"['운치', '이불', '개털', '뭉치', '타월']",0,0,0,0,0,0,0,0,0
힐호텔,"['여자', '성비', '걸쇠', '카드', '비번']",0,0,0,0,0,0,0,0,0
노벨리조트,"['친절', '허세', '이불', '준비', '해주시']",0,0,0,0,0,0,0,0,0
C&P리조트,"['사장', '아침', '친절', '건물', '리조트']",0,0,0,0,0,0,0,0,0
두모리에 리조트,"['노을', '숙소', '베란다', '실시간', '예술']",0,0,0,0,0,0,0,0,0
라벤더스호텔앤리조트,"['관리', '감동', '제주', '선물', '느낌']",0,0,0,0,0,0,0,1,0
뷰티플리조트,[''],0,0,0,0,0,0,0,0,0
길리리조트,"['객실', '오픈', '한지', '컨디션', '네스프레소']",0,0,0,0,0,0,0,0,0
대웅황토리조트,[''],0,0,0,0,0,0,0,0,0
더시크릿서귀포리조트&빌라,"['숙소', '예약', '걱정', '빌라', '가격']",0,0,0,0,0,0,0,0,0
섬풍경펜션,"['만원', '코스', '가격', '침대', '냉장고']",0,0,0,0,0,0,0,0,0
